id_transacao,data_venda,cliente_id,nome_cliente,idade_cliente,genero_cliente,cidade_cliente,estado_cliente,renda_estimada,produto_id,nome_produto,categoria,marca,preco_unitario,quantidade,subtotal,desconto_percent,desconto_valor,valor_final,regiao,canal_venda,custo_produto,margem_lucro,vendedor_id,comissao_vendedor,mes,trimestre,dia_semana,periodo_dia,status_entrega,avaliacao_produto,tempo_entrega_dias,forma_pagamento,parcelas
TXN00005232,2024-05-17,CLI001661,Carla Mendes,52,F,Campo Grande,MG,19486,PRD058,Suporte Celular,Gaming,Microsoft,7347.78,5,36738.9,25,9184.73,27554.18,Centro-Oeste,Loja Física,2574.01,0.5,VEN019,278.23,9,3,Sábado,Noite,Em Trânsito,2.2,6,Boleto,11
TXN00005233,2023-04-25,CLI001334,Marcos Ribeiro,46,F,Vitória,RS,18452,PRD049,Película Protetora,Notebooks,JBL,2852.9,3,8558.7,1,85.59,8473.11,Norte,Loja Física,1105.81,0.49,VEN041,432.28,12,3,Domingo,Noite,Processando,4.3,10,PIX,5
TXN00005234,2023-07-24,CLI000450,Carlos Souza,40,F,Belo Horizonte,BA,11877,PRD025,Power Bank,Tablets,JBL,1116.43,5,5582.15,13,725.68,4856.47,Centro-Oeste,Marketplace,704.48,0.25,VEN014,481.53,5,3,Segunda,Tarde,Processando,1,5,Boleto,4
TXN00005235,2024-08-03,CLI000491,Beatriz Araújo,25,F,Goiânia,CE,4810,PRD058,Suporte Celular,Audio,Amazon,5679.22,4,22716.88,12,2726.03,19990.85,Centro-Oeste,Online,2555.5,0.52,VEN042,402.84,1,1,Segunda,Manhã,Processando,1.7,8,Cartão Crédito,7
TXN00005236,2024-12-08,CLI000520,João Silva,70,M,João Pessoa,SP,14820,PRD029,Smartphone Xiaomi,Smartphones,Samsung,5804.31,4,23217.24,9,2089.55,21127.69,Sudeste,Marketplace,2854.37,0.51,VEN032,101.48,8,4,Quarta,Manhã,Processando,3.6,2,PIX,6
TXN00005237,2023-07-28,CLI000318,Beatriz Araújo,68,M,Belo Horizonte,CE,17360,PRD051,Monitor 4K,Notebooks,Amazon,2446.03,1,2446.03,9,220.14,2225.89,Sul,Telefone,1347.77,0.38,VEN050,82.74,3,4,Segunda,Noite,Processando,2.8,8,Cartão Débito,9
TXN00005238,2024-06-30,CLI000369,Mariana Cardoso,19,F,Recife,SC,3470,PRD099,Monitor 4K,Periféricos,Samsung,4513.31,3,13539.93,15,2030.99,11508.94,Sul,Online,1613.18,0.58,VEN008,330.89,2,2,Terça,Manhã,Em Trânsito,2.3,14,Cartão Crédito,12
TXN00005239,2024-04-08,CLI001978,Mariana Cardoso,51,F,Manaus,BA,9618,PRD074,Capa iPhone,Periféricos,Samsung,2779.06,4,11116.24,19,2112.09,9004.15,Nordeste,Loja Física,1529.97,0.49,VEN011,236.84,1,3,Domingo,Manhã,Processando,1.1,12,Cartão Crédito,8
TXN00005240,2024-01-24,CLI000341,Juliana Barbosa,60,M,Belém,PE,13414,PRD007,Mouse Logitech,Gaming,Amazon,5423.75,5,27118.75,22,5966.13,21152.63,Sul,Loja Física,2799.83,0.38,VEN003,462.03,4,4,Sábado,Tarde,Entregue,1.1,10,Cartão Débito,11
TXN00005241,2024-08-27,CLI001076,Ricardo Martins,38,M,Manaus,RJ,15955,PRD063,Nintendo Switch,Smartphones,Microsoft,3111.83,2,6223.66,21,1306.97,4916.69,Centro-Oeste,Online,938.02,0.2,VEN042,403.02,7,3,Terça,Tarde,Processando,4.7,13,Cartão Crédito,8
TXN00005242,2024-04-30,CLI001459,João Silva,41,M,Porto Alegre,SC,7333,PRD020,Capa iPhone,Gaming,Sony,2570.25,1,2570.25,16,411.24,2159.01,Norte,Marketplace,894.06,0.45,VEN038,229.85,1,4,Sexta,Noite,Entregue,3.5,11,Cartão Débito,2
TXN00005243,2023-01-08,CLI001735,Carlos Souza,27,M,Porto Alegre,GO,7303,PRD045,Fitbit Charge,Smartphones,Fitbit,2333.38,3,7000.14,5,350.01,6650.13,Norte,Online,1407.69,0.59,VEN037,272.77,8,1,Quarta,Tarde,Processando,4.6,3,PIX,3
TXN00005244,2024-07-25,CLI001742,Patricia Alves,28,M,Maceió,GO,5211,PRD057,Dell XPS 13,Periféricos,Nintendo,1495.93,1,1495.93,9,134.63,1361.3,Sul,Telefone,843.96,0.25,VEN046,209.38,8,1,Domingo,Noite,Processando,3.2,9,Cartão Débito,5
TXN00005245,2024-08-05,CLI000608,Rodrigo Castro,34,F,Recife,CE,7912,PRD094,Power Bank,Smartphones,Nintendo,1322.93,1,1322.93,14,185.21,1137.72,Nordeste,Marketplace,499.62,0.58,VEN014,397.59,9,2,Sábado,Tarde,Entregue,4.1,5,PIX,3
TXN00005246,2023-05-13,CLI000849,Maria Santos,61,M,Campo Grande,PR,19621,PRD040,Sony WH-1000XM5,Periféricos,Fitbit,1460.61,4,5842.44,24,1402.19,4440.25,Sul,App Mobile,869.99,0.5,VEN003,224.06,12,3,Sexta,Manhã,Entregue,2.4,6,PIX,8
TXN00005247,2024-08-10,CLI000470,Juliana Barbosa,28,M,Porto Alegre,PE,8693,PRD039,Capa iPhone,Audio,Nintendo,3117.5,2,6235,16,997.6,5237.4,Norte,Loja Física,2070.35,0.32,VEN016,339.35,8,1,Segunda,Noite,Em Trânsito,1.6,7,Cartão Débito,1
TXN00005248,2024-08-22,CLI001501,Marcos Ribeiro,38,F,Aracaju,CE,12549,PRD092,Carregador Wireless,Armazenamento,Xiaomi,7587.21,4,30348.84,29,8801.16,21547.68,Norte,App Mobile,3855.52,0.37,VEN032,308.56,7,4,Sábado,Manhã,Entregue,3.4,11,Cartão Débito,11
TXN00005249,2023-03-20,CLI000734,Felipe Nascimento,29,F,Recife,RS,16634,PRD002,Webcam HD,Monitores,Apple,6157.3,2,12314.6,26,3201.8,9112.8,Sudeste,Telefone,3781.13,0.6,VEN039,291.6,2,2,Terça,Manhã,Em Trânsito,3.1,6,Boleto,12
TXN00005250,2024-02-27,CLI001056,João Silva,31,F,Salvador,RS,2042,PRD062,Xbox Series X,Smartphones,Samsung,2765.94,3,8297.82,21,1742.54,6555.28,Sul,Telefone,880.61,0.5,VEN012,378.72,12,3,Domingo,Tarde,Em Trânsito,2.2,11,Boleto,8
TXN00005251,2024-09-04,CLI001805,Pedro Oliveira,69,M,Recife,PE,16832,PRD095,Sony WH-1000XM5,Wearables,Fitbit,5450.97,1,5450.97,16,872.16,4578.81,Nordeste,Loja Física,2650.77,0.35,VEN033,60.57,7,4,Sexta,Manhã,Processando,3.5,14,Cartão Crédito,9
TXN00005252,2024-03-24,CLI001428,João Silva,46,M,Belo Horizonte,RS,5108,PRD073,iPad Pro,Smartphones,Fitbit,4727.04,5,23635.2,22,5199.74,18435.46,Nordeste,Telefone,2328.79,0.49,VEN028,462.58,9,1,Quarta,Manhã,Entregue,4.7,4,Cartão Débito,8
TXN00005253,2024-02-10,CLI000021,Carla Mendes,57,M,Porto Alegre,PR,6761,PRD095,Carregador Wireless,Monitores,Garmin,3915.55,2,7831.1,11,861.42,6969.68,Sul,Loja Física,1314.79,0.34,VEN046,433.08,3,4,Quinta,Manhã,Entregue,1,14,Cartão Crédito,2
TXN00005254,2023-03-15,CLI001963,Simone Dias,28,F,Fortaleza,MG,10673,PRD044,Cabo USB-C,Gaming,Nintendo,4733.7,5,23668.5,20,4733.7,18934.8,Sudeste,Marketplace,2598.97,0.51,VEN036,137.55,10,1,Sexta,Tarde,Processando,3,13,Boleto,3
TXN00005255,2024-03-19,CLI001511,Lucia Ferreira,22,M,Goiânia,CE,5939,PRD065,Samsung Galaxy S24,Periféricos,Nintendo,5757.52,2,11515.04,28,3224.21,8290.83,Centro-Oeste,Loja Física,3990.29,0.19,VEN011,186.71,2,3,Sábado,Tarde,Em Trânsito,2.2,3,Cartão Débito,3
TXN00005256,2024-01-05,CLI000138,Antonio Pereira,21,M,Fortaleza,RJ,4296,PRD075,MacBook Air,Wearables,Nintendo,5970.61,3,17911.83,26,4657.08,13254.75,Sudeste,App Mobile,2891.49,0.21,VEN018,176.15,11,4,Domingo,Manhã,Processando,2.5,12,Cartão Débito,8
TXN00005257,2023-12-25,CLI001103,Beatriz Araújo,25,F,Porto Alegre,RJ,9375,PRD023,Kindle Paperwhite,Audio,Xiaomi,7793.64,3,23380.92,18,4208.57,19172.35,Sudeste,Marketplace,3841.84,0.27,VEN007,173.44,12,2,Segunda,Noite,Em Trânsito,3.2,2,Boleto,3
TXN00005258,2024-03-03,CLI001796,João Silva,62,F,Salvador,BA,16697,PRD074,iPhone 15,Acessórios,Logitech,6134.48,3,18403.44,13,2392.45,16010.99,Sul,App Mobile,2183.7,0.47,VEN017,435.63,11,3,Domingo,Tarde,Entregue,3.6,14,PIX,4
TXN00005259,2024-10-04,CLI001432,Eduardo Gomes,25,M,Rio de Janeiro,GO,5132,PRD010,Dell XPS 13,Wearables,Microsoft,6789.77,3,20369.31,10,2036.93,18332.38,Norte,Marketplace,2597.25,0.55,VEN035,378.93,12,3,Quarta,Noite,Entregue,1.8,5,Cartão Crédito,10
TXN00005260,2023-03-21,CLI000056,Felipe Nascimento,51,M,São Paulo,MG,9582,PRD084,iPhone 15,Wearables,Samsung,5318.04,1,5318.04,0,0,5318.04,Sudeste,Online,3575.61,0.59,VEN014,245.98,8,1,Terça,Tarde,Processando,4.4,11,Boleto,1
TXN00005261,2024-01-17,CLI000892,Lucia Ferreira,46,M,São Paulo,BA,13800,PRD039,Kindle Paperwhite,Wearables,Samsung,4891.72,1,4891.72,1,48.92,4842.8,Norte,Online,2743.58,0.41,VEN029,476.55,4,1,Sábado,Tarde,Entregue,1,3,PIX,7
TXN00005262,2024-08-28,CLI000341,Juliana Barbosa,60,M,Belém,PE,13414,PRD045,Monitor 4K,Smartphones,Amazon,3691.81,4,14767.24,11,1624.4,13142.84,Nordeste,App Mobile,2369.23,0.38,VEN018,261.79,9,1,Sexta,Manhã,Entregue,2.4,13,Cartão Crédito,9
TXN00005263,2023-01-29,CLI001192,Eduardo Gomes,54,M,Goiânia,MG,14004,PRD064,iPhone 15,Monitores,Logitech,7601.09,3,22803.27,28,6384.92,16418.35,Sudeste,App Mobile,3773.44,0.2,VEN004,145.07,9,3,Quarta,Noite,Em Trânsito,2.3,12,Boleto,1
TXN00005264,2024-12-27,CLI001174,Ana Costa,68,F,Aracaju,PE,9738,PRD004,Teclado Mecânico,Gaming,Xiaomi,2549.88,1,2549.88,29,739.47,1810.41,Sudeste,App Mobile,1544.93,0.45,VEN042,452.85,8,4,Domingo,Tarde,Processando,3.3,8,Cartão Crédito,1
TXN00005265,2023-11-25,CLI001062,Marcos Ribeiro,64,M,Maceió,RS,5305,PRD085,Película Protetora,Armazenamento,Fitbit,1076.24,3,3228.72,18,581.17,2647.55,Sudeste,Marketplace,749.99,0.34,VEN002,418.4,3,3,Quinta,Manhã,Em Trânsito,2.8,7,Cartão Crédito,1
TXN00005266,2024-02-03,CLI001262,Marcos Ribeiro,59,M,Belém,SP,5567,PRD010,Webcam HD,Smartphones,Fitbit,1033.12,5,5165.6,30,1549.68,3615.92,Nordeste,App Mobile,353.71,0.17,VEN039,212.65,11,4,Sexta,Noite,Em Trânsito,3.9,9,Cartão Débito,3
TXN00005267,2023-09-09,CLI001332,Fernanda Rocha,63,M,Manaus,MG,13804,PRD082,Nintendo Switch,Gaming,Garmin,7873.5,5,39367.5,25,9841.88,29525.63,Sudeste,Marketplace,4139.64,0.56,VEN019,208.33,6,2,Domingo,Noite,Entregue,1.1,11,Cartão Débito,9
TXN00005268,2024-05-31,CLI001910,Beatriz Araújo,35,M,Porto Alegre,PR,9492,PRD061,SSD 1TB,Acessórios,Dell,7050.8,2,14101.6,13,1833.21,12268.39,Sul,App Mobile,4567.62,0.24,VEN045,84.9,5,3,Terça,Manhã,Processando,4.5,10,PIX,2
TXN00005269,2024-06-16,CLI001491,Carla Mendes,68,M,Rio de Janeiro,CE,4816,PRD026,Tablet Samsung,Smartphones,Amazon,6386.6,4,25546.4,30,7663.92,17882.48,Centro-Oeste,Online,3490.49,0.22,VEN015,62.56,6,1,Quinta,Noite,Em Trânsito,3.5,7,PIX,1
TXN00005270,2023-09-13,CLI000456,Roberto Lima,55,F,Salvador,MG,16745,PRD071,PlayStation 5,Audio,Dell,1356.21,3,4068.63,24,976.47,3092.16,Nordeste,App Mobile,703.01,0.48,VEN030,467.35,5,1,Segunda,Noite,Processando,1.8,8,Boleto,1
TXN00005271,2023-08-10,CLI001027,Beatriz Araújo,43,M,Goiânia,MG,19790,PRD055,iPad Pro,Acessórios,Dell,6066.92,4,24267.68,11,2669.44,21598.24,Nordeste,Loja Física,1915.42,0.21,VEN023,383.53,11,3,Segunda,Manhã,Processando,1.1,9,Boleto,2
TXN00005272,2023-01-31,CLI001863,Rodrigo Castro,68,F,Natal,BA,18885,PRD021,Suporte Celular,Armazenamento,Logitech,5021.6,2,10043.2,4,401.73,9641.47,Sudeste,App Mobile,2639.36,0.4,VEN024,138.82,5,2,Sexta,Manhã,Em Trânsito,4.8,14,Cartão Crédito,2
TXN00005273,2023-06-20,CLI001533,Maria Santos,45,F,Aracaju,RS,7805,PRD080,Echo Dot,Acessórios,Fitbit,3159.39,5,15796.95,28,4423.15,11373.8,Sudeste,App Mobile,1913.05,0.6,VEN006,334.67,10,1,Segunda,Manhã,Processando,3.7,2,PIX,8
TXN00005274,2023-03-06,CLI000479,Roberto Lima,38,F,Belém,PE,7488,PRD005,Mouse Logitech,Notebooks,Dell,5029.28,5,25146.4,29,7292.46,17853.94,Sudeste,Loja Física,1854.87,0.48,VEN048,256,5,1,Sexta,Tarde,Em Trânsito,3.5,6,PIX,4
TXN00005275,2023-04-07,CLI001317,Carlos Souza,55,F,São Paulo,PR,5422,PRD009,Película Protetora,Acessórios,Xiaomi,7281.37,5,36406.85,10,3640.68,32766.17,Norte,Online,2408.38,0.57,VEN025,308.64,5,2,Quinta,Tarde,Em Trânsito,4.4,4,Boleto,7
TXN00005276,2023-05-30,CLI001601,Fernanda Rocha,62,M,Brasília,SC,8348,PRD005,Power Bank,Acessórios,Logitech,3359.71,1,3359.71,9,302.37,3057.34,Nordeste,Loja Física,1081.43,0.54,VEN040,446.19,3,4,Quarta,Noite,Processando,4.1,14,Cartão Crédito,7
TXN00005277,2023-04-09,CLI001200,Lucia Ferreira,29,M,Porto Alegre,CE,13892,PRD087,Carregador Wireless,Smartphones,Sony,2671.39,3,8014.17,3,240.43,7773.74,Norte,Marketplace,1812.51,0.54,VEN031,424.13,4,3,Segunda,Tarde,Em Trânsito,3.1,8,Cartão Crédito,5
TXN00005278,2023-10-15,CLI001382,Antonio Pereira,36,F,Goiânia,SP,11094,PRD068,MacBook Air,Wearables,Xiaomi,636.05,5,3180.25,4,127.21,3053.04,Sudeste,App Mobile,284.39,0.42,VEN016,390.53,5,2,Quarta,Tarde,Em Trânsito,4.4,8,Boleto,8
TXN00005279,2024-03-10,CLI001256,Lucia Ferreira,31,M,Curitiba,PR,3653,PRD065,Capa iPhone,Notebooks,Sony,7346.48,2,14692.96,23,3379.38,11313.58,Norte,Marketplace,2801.76,0.53,VEN036,344.36,9,4,Sábado,Manhã,Entregue,1.3,7,Cartão Débito,7
TXN00005280,2024-08-03,CLI001975,Ricardo Martins,56,M,Teresina,SC,19019,PRD053,Fone JBL,Notebooks,Fitbit,3489.7,4,13958.8,5,697.94,13260.86,Sudeste,App Mobile,1661.89,0.35,VEN004,369.39,2,3,Segunda,Noite,Entregue,3.3,12,Cartão Débito,12
TXN00005281,2024-11-05,CLI001828,Beatriz Araújo,21,M,Maceió,PR,7579,PRD064,AirPods Pro,Armazenamento,Logitech,6446.06,5,32230.3,23,7412.97,24817.33,Norte,Online,1981.33,0.31,VEN030,412.39,1,1,Domingo,Manhã,Entregue,2.6,3,Cartão Crédito,8
TXN00005282,2024-03-06,CLI000266,Mariana Cardoso,38,F,São Paulo,MG,17527,PRD051,PlayStation 5,Armazenamento,JBL,1059.67,1,1059.67,8,84.77,974.9,Nordeste,Loja Física,703.82,0.5,VEN001,396.45,11,1,Quinta,Noite,Processando,3.4,15,Cartão Crédito,12
TXN00005283,2024-02-05,CLI000748,Carla Mendes,39,F,Teresina,GO,7275,PRD012,Teclado Mecânico,Armazenamento,Garmin,5498.2,4,21992.8,3,659.78,21333.02,Centro-Oeste,Online,1764.38,0.34,VEN034,389.46,5,4,Domingo,Noite,Entregue,1.1,11,PIX,9
TXN00005284,2024-02-01,CLI001380,Ana Costa,42,M,Rio de Janeiro,CE,17756,PRD043,Cabo USB-C,Tablets,Samsung,6086.41,3,18259.23,5,912.96,17346.27,Centro-Oeste,Loja Física,3413.21,0.26,VEN005,323.03,8,4,Terça,Tarde,Processando,2.1,8,Boleto,8
TXN00005285,2024-11-30,CLI001448,Carla Mendes,39,M,Vitória,RS,11610,PRD066,MacBook Air,Notebooks,JBL,3065.95,3,9197.85,17,1563.63,7634.22,Norte,Telefone,1182.6,0.22,VEN045,250.79,7,3,Sábado,Tarde,Entregue,1.1,14,Cartão Débito,3
TXN00005286,2024-08-05,CLI000133,Antonio Pereira,68,M,Vitória,PR,19353,PRD084,Carregador Wireless,Smartphones,JBL,3938.45,1,3938.45,17,669.54,3268.91,Centro-Oeste,Online,1476.47,0.38,VEN019,468.72,9,2,Terça,Manhã,Em Trânsito,1.3,15,Cartão Débito,12
TXN00005287,2023-01-13,CLI000855,Pedro Oliveira,24,F,Recife,PE,17169,PRD008,Smartwatch Garmin,Periféricos,Nintendo,537,3,1611,29,467.19,1143.81,Norte,Loja Física,341.33,0.22,VEN016,446.75,8,1,Sábado,Noite,Em Trânsito,5,1,PIX,3
TXN00005288,2024-12-03,CLI001365,João Silva,47,F,Belo Horizonte,PR,15461,PRD067,Capa iPhone,Gaming,Microsoft,3431.66,5,17158.3,18,3088.49,14069.81,Sul,Loja Física,1253.75,0.41,VEN018,280.07,1,4,Segunda,Tarde,Processando,3.3,1,Cartão Crédito,9
TXN00005289,2023-01-24,CLI001135,Roberto Lima,64,F,Aracaju,GO,14353,PRD098,Apple Watch,Tablets,Logitech,6688.96,3,20066.88,8,1605.35,18461.53,Norte,App Mobile,3996.62,0.44,VEN014,316.44,2,1,Terça,Tarde,Em Trânsito,2.3,6,PIX,9
TXN00005290,2023-10-23,CLI001826,Pedro Oliveira,22,M,Curitiba,RJ,9253,PRD084,Chromecast,Gaming,Garmin,3573.89,2,7147.78,20,1429.56,5718.22,Nordeste,Telefone,2441.2,0.38,VEN002,386.85,7,3,Quinta,Tarde,Entregue,2.2,13,Cartão Débito,11
TXN00005291,2024-01-24,CLI001064,Maria Santos,46,F,Vitória,PR,15997,PRD091,Smartwatch Garmin,Smartphones,Amazon,1612.69,3,4838.07,16,774.09,4063.98,Norte,Marketplace,744.23,0.46,VEN010,128.47,4,3,Terça,Tarde,Em Trânsito,1,15,PIX,12
TXN00005292,2023-11-08,CLI001414,Ana Costa,39,M,Teresina,RS,10592,PRD014,Xbox Series X,Monitores,Apple,657.64,5,3288.2,27,887.81,2400.39,Nordeste,Loja Física,226.69,0.42,VEN022,76.66,12,3,Sábado,Manhã,Processando,3.6,5,Boleto,2
TXN00005293,2024-11-18,CLI000972,Patricia Alves,49,M,Rio de Janeiro,SC,10035,PRD032,Teclado Mecânico,Monitores,Samsung,2224.31,2,4448.62,13,578.32,3870.3,Centro-Oeste,App Mobile,1384.05,0.39,VEN014,439.99,8,2,Domingo,Tarde,Processando,4.6,2,Boleto,1
TXN00005294,2024-08-11,CLI001442,Patricia Alves,27,F,Curitiba,BA,17684,PRD096,Echo Dot,Gaming,Apple,2522.81,3,7568.43,28,2119.16,5449.27,Sul,Online,811.57,0.22,VEN018,137.24,5,4,Sábado,Manhã,Em Trânsito,3.2,6,Cartão Débito,4
TXN00005295,2024-08-08,CLI001551,Simone Dias,51,M,São Paulo,SP,13839,PRD028,Monitor 4K,Acessórios,Apple,4358.07,5,21790.35,11,2396.94,19393.41,Sul,Telefone,2944.23,0.37,VEN044,219.54,4,1,Segunda,Tarde,Em Trânsito,2.8,4,PIX,7
TXN00005296,2023-11-03,CLI001704,Lucia Ferreira,19,M,Rio de Janeiro,SC,4565,PRD040,Chromecast,Notebooks,Apple,1446.85,5,7234.25,11,795.77,6438.48,Norte,Marketplace,748.86,0.54,VEN030,358.31,1,2,Quarta,Tarde,Entregue,2.6,1,Cartão Crédito,7
TXN00005297,2023-08-03,CLI000494,Carlos Souza,59,F,Maceió,MG,18837,PRD089,Fitbit Charge,Acessórios,Logitech,7391.89,3,22175.67,23,5100.4,17075.27,Sul,Online,2870.06,0.29,VEN017,254.42,1,3,Sábado,Manhã,Entregue,2.1,2,Cartão Crédito,3
TXN00005298,2024-07-09,CLI001306,Roberto Lima,64,M,Porto Alegre,PE,14044,PRD054,Webcam HD,Smartphones,Amazon,5415.32,4,21661.28,27,5848.55,15812.73,Centro-Oeste,Loja Física,2373.87,0.54,VEN016,130.55,6,2,Sábado,Tarde,Entregue,2.2,9,PIX,12
TXN00005299,2023-06-20,CLI000925,Lucia Ferreira,68,F,Maceió,SP,9768,PRD067,Power Bank,Notebooks,JBL,7824.2,1,7824.2,22,1721.32,6102.88,Sudeste,Marketplace,3275.56,0.33,VEN020,106.42,5,2,Quinta,Noite,Processando,4.2,1,Cartão Crédito,1
TXN00005300,2024-01-05,CLI000415,Ana Costa,18,F,Natal,GO,12169,PRD066,Sony WH-1000XM5,Tablets,Dell,1938.16,4,7752.64,3,232.58,7520.06,Norte,Marketplace,675.02,0.49,VEN013,209.25,10,2,Sexta,Manhã,Processando,1.8,15,PIX,4
TXN00005301,2023-06-21,CLI000716,Maria Santos,33,F,Goiânia,GO,13954,PRD005,Dell XPS 13,Periféricos,Sony,1486.37,5,7431.85,29,2155.24,5276.61,Centro-Oeste,Marketplace,688.57,0.19,VEN025,469.92,2,4,Quarta,Noite,Entregue,2.9,15,Cartão Crédito,7
TXN00005302,2024-09-24,CLI001515,Simone Dias,35,F,Aracaju,BA,5679,PRD051,Fone JBL,Notebooks,Nintendo,4640.35,3,13921.05,19,2645,11276.05,Centro-Oeste,App Mobile,1722.77,0.58,VEN034,86.03,3,1,Sábado,Tarde,Entregue,2.1,3,Boleto,10
TXN00005303,2023-07-19,CLI001191,Ana Costa,43,M,Rio de Janeiro,SC,8892,PRD064,Webcam HD,Armazenamento,Apple,3932.07,4,15728.28,29,4561.2,11167.08,Centro-Oeste,Telefone,2020.48,0.19,VEN044,233.15,1,1,Segunda,Noite,Processando,4.5,10,Boleto,10
TXN00005304,2023-09-19,CLI000280,Simone Dias,45,M,Porto Alegre,PR,13188,PRD059,Tablet Samsung,Notebooks,Garmin,384.9,4,1539.6,5,76.98,1462.62,Sudeste,Online,130.65,0.5,VEN031,99.16,3,4,Terça,Tarde,Processando,1.9,10,Cartão Débito,11
TXN00005305,2024-10-28,CLI000279,Patricia Alves,30,M,Aracaju,PR,12405,PRD037,Smartphone Xiaomi,Wearables,Garmin,3375.63,5,16878.15,21,3544.41,13333.74,Sul,Loja Física,2319.95,0.39,VEN028,428.77,12,2,Sábado,Tarde,Entregue,2.9,6,PIX,5
TXN00005306,2024-09-21,CLI000093,Eduardo Gomes,40,F,Belo Horizonte,RJ,19898,PRD067,Monitor 4K,Notebooks,Garmin,6934.34,1,6934.34,18,1248.18,5686.16,Sul,Telefone,2142.04,0.22,VEN031,189.5,9,3,Terça,Manhã,Entregue,3.4,1,Boleto,9
TXN00005307,2023-05-10,CLI000049,Mariana Cardoso,44,M,Brasília,CE,18009,PRD034,Fone JBL,Armazenamento,Logitech,3994.63,1,3994.63,23,918.76,3075.87,Nordeste,Marketplace,2718.27,0.46,VEN029,226.4,11,2,Segunda,Tarde,Em Trânsito,4.1,15,Boleto,11
TXN00005308,2024-11-14,CLI000171,Juliana Barbosa,58,M,Curitiba,SC,5965,PRD023,Monitor 4K,Notebooks,Xiaomi,95.06,4,380.24,23,87.46,292.78,Sudeste,Loja Física,61.97,0.44,VEN047,195.75,3,1,Quinta,Noite,Processando,3.1,13,Boleto,2
TXN00005309,2024-03-31,CLI001130,Carla Mendes,41,F,Florianópolis,CE,7450,PRD096,MacBook Air,Wearables,Garmin,2828.82,4,11315.28,15,1697.29,9617.99,Nordeste,Marketplace,1797.27,0.43,VEN038,317.84,8,1,Segunda,Manhã,Processando,3.3,10,Boleto,11
TXN00005310,2023-10-12,CLI000155,Beatriz Araújo,22,F,Natal,RS,15538,PRD085,Chromecast,Acessórios,Fitbit,494.82,2,989.64,5,49.48,940.16,Centro-Oeste,Online,199.48,0.47,VEN022,90.53,5,3,Terça,Manhã,Entregue,3.2,2,PIX,4
TXN00005311,2024-12-21,CLI000142,Rodrigo Castro,30,F,Florianópolis,MG,3615,PRD042,Xbox Series X,Audio,Fitbit,2287.5,2,4575,21,960.75,3614.25,Sudeste,Loja Física,1409.67,0.2,VEN021,166.06,12,4,Segunda,Manhã,Em Trânsito,4.6,8,PIX,3
TXN00005312,2024-02-28,CLI000246,Lucia Ferreira,51,M,Teresina,PE,11801,PRD041,Suporte Celular,Monitores,Garmin,2826.04,4,11304.16,12,1356.5,9947.66,Centro-Oeste,Telefone,1750.11,0.47,VEN021,312.67,6,4,Domingo,Noite,Em Trânsito,4.1,12,Cartão Crédito,9
TXN00005313,2024-11-07,CLI001598,Beatriz Araújo,54,M,João Pessoa,RJ,12008,PRD082,Carregador Wireless,Tablets,Dell,1867.79,1,1867.79,3,56.03,1811.76,Nordeste,Telefone,894.34,0.48,VEN044,483.19,6,1,Sábado,Noite,Em Trânsito,2.9,1,Boleto,3
TXN00005314,2023-08-01,CLI001299,Ana Costa,51,M,Curitiba,GO,18734,PRD089,Webcam HD,Audio,Microsoft,4317.6,2,8635.2,2,172.7,8462.5,Norte,App Mobile,1973.74,0.21,VEN003,117.36,5,2,Quinta,Tarde,Entregue,3.6,9,Cartão Débito,11
TXN00005315,2024-06-13,CLI001580,Pedro Oliveira,40,M,Goiânia,RS,6816,PRD089,iPad Pro,Acessórios,Nintendo,7455.36,4,29821.44,13,3876.79,25944.65,Norte,Loja Física,2416.33,0.43,VEN007,471.77,10,2,Quarta,Tarde,Processando,2.9,6,Cartão Crédito,6
TXN00005316,2024-02-20,CLI000100,Mariana Cardoso,66,F,Maceió,CE,4884,PRD093,Fone JBL,Monitores,Samsung,5517.7,1,5517.7,20,1103.54,4414.16,Sudeste,Online,1917.02,0.6,VEN010,454.15,8,3,Terça,Manhã,Processando,4.1,4,PIX,7
TXN00005317,2023-03-27,CLI001794,Lucia Ferreira,22,F,Campo Grande,PE,8465,PRD021,AirPods Pro,Smartphones,Apple,4407.07,4,17628.28,1,176.28,17452,Sul,Marketplace,2177.17,0.53,VEN018,104.83,7,3,Domingo,Manhã,Entregue,5,9,Boleto,7
TXN00005318,2024-08-16,CLI000379,Beatriz Araújo,21,F,Maceió,PR,2763,PRD067,Cabo USB-C,Armazenamento,Logitech,7513.41,1,7513.41,24,1803.22,5710.19,Nordeste,Telefone,3617.04,0.53,VEN013,313.95,4,4,Quinta,Manhã,Processando,3.1,11,PIX,6
TXN00005319,2023-09-14,CLI001217,Lucia Ferreira,42,M,Belém,RS,10646,PRD050,Chromecast,Gaming,Logitech,6321.16,5,31605.8,29,9165.68,22440.12,Sudeste,Marketplace,3935.21,0.22,VEN019,168.98,6,4,Terça,Tarde,Entregue,2.1,12,Cartão Crédito,10
TXN00005320,2024-12-04,CLI000404,Marcos Ribeiro,67,M,Manaus,SP,12928,PRD011,Echo Dot,Gaming,Nintendo,4947.12,5,24735.6,26,6431.26,18304.34,Sul,Online,2887.97,0.5,VEN010,161.3,8,4,Segunda,Noite,Entregue,3.3,5,Boleto,11
